mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_83930,OC1C2CCCC12C=O,2.50168,1.41332,1.20405,4.0313,76.43,-0.2446,-0.0159,0.2287,1110.9438,0.159649,-423.037137,-423.028657,-423.027713,-423.070111,32.169,-1868.624538105,-1880.1901564841,-1890.859064502,-1739.8050980221
gdb_46199,O=C1NCC11C2CN1C2,3.17037,1.6631,1.25704,3.7449,73.45,-0.2395,0.0148,0.2543,990.4329,0.137836,-417.940385,-417.933155,-417.932211,-417.972063,28.204,-1647.379297412,-1657.9515690441,-1667.434485052,-1530.757377271
gdb_32201,Cc1c(cncn1)CO,2.50873,1.53097,0.96211,4.0924,76.81,-0.2419,-0.0279,0.2139,1179.8346,0.136911,-418.060245,-418.051728,-418.050784,-418.093793,30.761,-1722.592526152,-1732.3571937011,-1741.840109709,-1607.144047841
gdb_108782,C1C(=CC(=O)CO1)CO,2.69191,1.22508,0.86444,5.0629,73.63,-0.2297,-0.0493,0.1804,1285.1171,0.135326,-458.975564,-458.966921,-458.965977,-459.009321,31.293,-1693.6536935991,-1703.3392950141,-1712.8222110221,-1578.4405311631
gdb_73296,CC12OCC3(O)C1NC23,2.91252,1.86241,1.32951,2.1003,71.23,-0.2305,0.0548,0.2853,966.2808,0.148112,-439.018711,-439.01117,-439.010225,-439.050032,30.702,-1708.4578859271,-1719.723555004,-1729.798839508,-1584.9785474341
gdb_91060,OC1CC2C3CC3C2=C1,3.94166,1.21822,1.12859,2.1482,81.85,-0.2294,0.0092,0.2386,1131.6028,0.160861,-385.841201,-385.833828,-385.832884,-385.872832,30.338,-1882.3487874441,-1894.6096857951,-1905.278593813,-1752.9426264461
gdb_8548,CC12CN3CC(O1)C23,4.0942,2.29573,1.89533,0.8025,67.17,-0.2109,0.0643,0.2752,758.104,0.143114,-363.794148,-363.787746,-363.786802,-363.824214,25.95,-1608.066486071,-1619.1583351551,-1628.641878672,-1493.18276586
gdb_88226,CC1CC1C#CC1CC1,3.8863,0.71578,0.65349,0.3008,95.7,-0.2243,0.0513,0.2756,1797.0325,0.181907,-349.908883,-349.899201,-349.898257,-349.945119,35.575,-2061.153084431,-2073.7427974981,-2085.597697526,-1921.521664278
gdb_76053,CN1C(C#N)C11CCC1,2.5432,1.34557,1.1293,3.3018,81.22,-0.2469,0.0125,0.2594,1167.4846,0.158906,-382.045198,-382.03629,-382.035346,-382.078918,32.965,-1849.483631078,-1860.780675605,-1871.449583623,-1721.028146215
gdb_62903,CC1(O)C2CC1C2C#N,2.98212,1.49902,1.14246,5.1902,77.4,-0.2707,0.0317,0.3024,1083.0852,0.147268,-401.908442,-401.900155,-401.899211,-401.940832,32.382,-1775.938948769,-1786.737123641,-1796.813035654,-1653.386441069
gdb_58042,CC(O)C(C#N)N(C)C,1.84305,1.43855,1.09397,4.284,79.58,-0.23,0.0315,0.2615,1254.9944,0.180026,-420.402176,-420.39123,-420.390286,-420.437919,39.101,-1936.472066203,-1948.2667253671,-1960.121625395,-1795.6590466031
gdb_24080,c1c(ocn1)OCC#N,7.62437,0.79677,0.73852,2.9105,65.56,-0.2473,-0.0169,0.2304,1409.2618,0.089596,-452.760939,-452.753194,-452.75225,-452.795097,26.487,-1398.7847044631,-1405.478970475,-1412.589902463,-1310.204906514
gdb_118344,CCOC(C=O)C(C)C,2.03206,1.09585,0.75542,1.9568,83.89,-0.2419,-0.0294,0.2125,1585.9492,0.201378,-425.43829,-425.426833,-425.425889,-425.475782,40.114,-2119.6664161541,-2132.918151216,-2145.959043254,-1966.9401381891
gdb_40806,C1OC1C1COC=NC1,4.01726,1.05157,0.88307,2.905,72.35,-0.2482,0.0229,0.2712,1281.0112,0.149235,-439.069057,-439.061112,-439.060168,-439.102237,29.365,-1740.0504540411,-1751.0626094821,-1761.138521495,-1617.737654779
gdb_23595,ON=C1C2NC2C2NC12,3.13301,1.49687,1.15146,2.7638,72.99,-0.2291,-0.0075,0.2217,1041.5807,0.126039,-433.960804,-433.95367,-433.952726,-433.992257,28.597,-1511.588232339,-1521.331564582,-1530.221484585,-1401.20249664
gdb_22916,CC1CCC(O)C1=NO,2.23827,1.47546,1.07503,1.1855,77.47,-0.2488,-0.0033,0.2455,1190.9457,0.17076,-440.262127,-440.252986,-440.252042,-440.295858,35.104,-1860.8609967571,-1872.8997569221,-1884.1616609451,-1725.5229931821
gdb_64572,CC1(C=O)C2OC2C1=O,2.17782,1.59531,1.46575,1.4712,66.01,-0.2564,-0.0616,0.1949,985.1057,0.109246,-457.739758,-457.731283,-457.730339,-457.773124,30.251,-1546.0259262591,-1554.039843698,-1562.336767696,-1443.938369576
gdb_121052,CCOC1COC(=N)O1,3.41435,0.99297,0.87256,3.7713,70.59,-0.2547,0.056,0.3107,1379.382,0.147516,-476.245018,-476.236193,-476.235249,-476.279822,31.367,-1713.7917124271,-1724.2510324391,-1734.3269444521,-1592.241964109
gdb_28451,Cc1cnc(c(n1)N)C,3.08672,1.39573,0.97344,1.8956,85.43,-0.2137,-0.0265,0.1873,1214.4844,0.1484,-398.205188,-398.196398,-398.195454,-398.238487,33.091,-1801.2746246441,-1811.75653498,-1821.832446993,-1678.9323324591
gdb_55588,CC(=O)CC(=O)OC=N,4.21269,0.78407,0.70759,2.7689,70.38,-0.2596,-0.0404,0.2192,1562.9521,0.120897,-475.073171,-475.063388,-475.062444,-475.110401,32.782,-1606.2987932181,-1614.37985412,-1623.269774123,-1499.6423435061
gdb_20476,C1OC1C1=NOC=C1,6.40433,1.42377,1.26206,2.3742,59.76,-0.2693,-0.0182,0.2511,911.2736,0.096265,-398.565047,-398.558688,-398.557744,-398.596207,23.072,-1328.312933727,-1335.876927213,-1342.98848671,-1240.601608234
gdb_20902,CCn1cn[nH]c1=O,3.49134,1.91324,1.35975,2.7221,62.0,-0.2211,0.0175,0.2385,895.8448,0.120653,-396.02759,-396.020037,-396.019092,-396.060428,26.841,-1457.345099361,-1465.93632508,-1474.233249078,-1356.955582032
gdb_63376,CC1(O)CC(C)(O)C=C1,2.81808,1.23008,1.16575,1.7824,80.21,-0.248,0.0101,0.2581,1195.575,0.179962,-424.242161,-424.232405,-424.231461,-424.275817,38.172,-1996.9363234071,-2009.4783457901,-2021.3332458181,-1855.17388269
gdb_27412,Cc1cc(=O)cncn1,2.53256,1.64068,1.04888,2.3478,79.55,-0.2466,-0.0888,0.1577,1097.757,0.112809,-416.835612,-416.827777,-416.826833,-416.868193,28.722,-1581.9759168691,-1590.3914400681,-1598.6883640661,-1479.2915991271
gdb_36378,N#CCN1CC1C1CC1,2.36614,1.44471,1.07009,2.5674,78.8,-0.2448,0.0215,0.2663,1170.3085,0.159281,-382.029344,-382.020457,-382.019513,-382.06376,32.679,-1839.535103392,-1850.845325608,-1861.514233626,-1711.516364793
gdb_68253,CC1(C#C)N2CC1(O)C2,2.39513,1.51938,1.45154,1.7908,78.83,-0.2433,0.0301,0.2734,1031.7091,0.145529,-401.832055,-401.823237,-401.822293,-401.864948,34.226,-1728.0054187861,-1738.4703863791,-1748.546298392,-1605.7685481131
gdb_127649,Cn1c(ccn1)N2CC2,3.08078,1.46308,1.05627,3.0611,79.73,-0.2101,0.0313,0.2414,1133.8976,0.149432,-398.116072,-398.107829,-398.106884,-398.149496,30.267,-1745.3535326,-1756.178690359,-1766.253974863,-1623.08967904
gdb_55951,CC(=O)CC1CN=CO1,3.74595,0.99662,0.8936,1.6924,72.53,-0.2471,-0.0189,0.2283,1320.0543,0.147062,-439.121616,-439.112677,-439.111732,-439.157045,31.41,-1773.0316995721,-1783.4201110671,-1793.495395571,-1652.130168051
gdb_21828,c1nc(on1)NC=O,6.20454,1.55562,1.24378,4.0952,55.4,-0.27,-0.0436,0.2264,870.1343,0.073597,-430.737852,-430.731469,-430.730525,-430.76913,22.04,-1139.541283784,-1145.311856548,-1151.237424035,-1064.658752287
gdb_12994,NC12CC1COC2=O,2.7518,2.6939,1.63793,3.2579,60.59,-0.2469,0.0098,0.2567,789.426,0.120722,-399.825259,-399.818343,-399.817399,-399.856146,26.347,-1491.255685721,-1500.2472621821,-1508.544813689,-1390.002088499
gdb_90979,CC1CC2C3CC2C13C,2.56741,1.8029,1.30694,0.1847,89.01,-0.2756,0.0909,0.3665,1079.654,0.207459,-351.132722,-351.124617,-351.123673,-351.164725,33.511,-2201.271451568,-2216.6278518161,-2229.668743854,-2045.612824046
gdb_61404,CC(CC(C)(C)O)C=O,2.65845,0.89583,0.81002,3.4147,83.08,-0.2413,-0.0145,0.2268,1542.7919,0.20122,-425.446214,-425.434812,-425.433868,-425.48339,41.407,-2124.6387974701,-2137.9250455271,-2150.9659375651,-1971.7142266611
gdb_78449,CC1C2C1C1OC2C1C,3.87935,1.18775,1.11517,1.7751,81.86,-0.2392,0.0918,0.3309,1206.7396,0.183479,-387.043042,-387.035077,-387.034133,-387.074931,32.435,-2008.6632115991,-2022.3297301101,-2034.184630138,-1866.0479861511
gdb_116610,CCN=C1OCC11CO1,3.3357,0.99418,0.84416,2.2078,77.45,-0.2559,0.0043,0.2602,1414.6537,0.146215,-439.05122,-439.042267,-439.041323,-439.086152,31.964,-1728.857576008,-1739.237202377,-1749.31311439,-1607.644172514
gdb_47001,O=C1NCC2COC1C2,2.67679,1.78718,1.42817,4.8266,70.94,-0.2282,0.0241,0.2522,957.0809,0.151811,-439.131708,-439.1246,-439.123656,-439.163299,28.066,-1779.3645204,-1790.901900874,-1800.977812887,-1656.054609337
gdb_54866,CC(=O)N1C=NC2CC12,3.49545,1.36193,1.05668,1.0916,75.64,-0.2373,-0.0232,0.2141,1122.9163,0.136844,-418.036996,-418.029113,-418.028168,-418.069705,29.674,-1708.003569411,-1718.166077666,-1727.648366165,-1592.028611049
gdb_24011,c1c(c(co1)C#N)C#N,1.95545,1.91921,0.96858,5.9008,69.17,-0.2826,-0.0583,0.2243,1078.5114,0.067641,-414.459534,-414.452498,-414.451554,-414.491533,25.172,-1346.6688269951,-1352.031518909,-1357.956458887,-1270.361222559
gdb_28623,c1c(ncc(n1)N)C=O,5.43145,1.04148,0.87411,5.6497,79.3,-0.2398,-0.0644,0.1754,1229.1834,0.102408,-432.929929,-432.922328,-432.921384,-432.96213,28.166,-1492.556511878,-1500.22969193,-1507.933619923,-1396.011114683
gdb_74420,CC1=CC2(C)CC2C1=O,2.84491,1.40603,1.09609,3.3612,83.04,-0.2331,-0.0435,0.1896,1168.6023,0.158679,-385.926591,-385.917873,-385.916928,-385.959716,33.114,-1935.931780954,-1947.3486797001,-1958.016960209,-1807.4631184021
gdb_129317,N=C1ON=NC(=O)N=C1,2.06023,1.19227,0.94927,2.5742,58.13,-0.3005,-0.1159,0.1846,1214.2505,0.06253,-484.942758,-484.933371,-484.932427,-484.982356,28.127,-1215.669420646,-1219.554956374,-1225.479896352,-1143.258019591
gdb_1471,CCC(C)CC#N,6.47102,1.26155,1.14167,4.0941,68.29,-0.3142,0.0351,0.3493,1053.8927,0.159135,-289.872246,-289.863729,-289.862785,-289.905125,30.173,-1697.2549677501,-1707.908188043,-1717.985355074,-1580.148610661
gdb_544,CCCCCO,15.80144,1.13541,1.09517,1.3185,60.77,-0.2614,0.0813,0.3427,1080.8627,0.16513,-272.837907,-272.829692,-272.828748,-272.870294,28.145,-1591.483305728,-1602.3254062301,-1612.40320077,-1476.561934977
gdb_103687,OCC1(O)CC(C1)C=O,3.90221,0.83758,0.79218,4.01,73.42,-0.2451,-0.0208,0.2243,1458.0167,0.157011,-460.156052,-460.146576,-460.145632,-460.19072,34.939,-1806.5689180771,-1817.508909983,-1828.177818001,-1678.556454568
gdb_62658,CC1(O)C2C3CN2C13C,2.6241,1.62943,1.47612,2.056,78.96,-0.236,0.0839,0.3199,1018.7834,0.169787,-403.06282,-403.054395,-403.05345,-403.095028,33.658,-1872.4699132571,-1884.958597375,-1896.219873889,-1736.4322371471
gdb_88099,CC1=CCOC11CC1O,2.45477,1.57458,1.15873,1.2781,79.56,-0.2057,0.0252,0.2309,1115.4954,0.157802,-423.012199,-423.003351,-423.002407,-423.045545,33.67,-1852.9757186631,-1864.31041373,-1874.979321748,-1724.389711928
gdb_98224,CCC(=O)N(C)C(=O)N,3.21808,1.08206,0.82213,2.2758,74.11,-0.2633,-0.0064,0.2569,1387.9197,0.158069,-456.427598,-456.417464,-456.41652,-456.463268,36.147,-1816.0913671521,-1826.6178306271,-1837.286738645,-1688.347477495
gdb_49143,O=CC1=NC(CN1)C#C,4.77855,0.94041,0.83616,2.282,75.46,-0.2422,-0.0748,0.1674,1318.126,0.112308,-416.788111,-416.779841,-416.778897,-416.821414,30.108,-1552.1686118601,-1560.311168644,-1568.608092642,-1449.9373556161
gdb_5048,N=C1N=CC=CC=N1,3.4579,2.45812,1.68733,5.0055,68.42,-0.2555,-0.091,0.1645,750.5746,0.098006,-357.650966,-357.644848,-357.643904,-357.681153,23.278,-1358.028622422,-1365.743845577,-1372.855405074,-1269.602564178
gdb_102795,[NH3+]CC(OC=N)C([O-])=O,2.03571,1.80296,1.26465,2.8487,64.28,-0.257,0.0116,0.2686,1041.6503,0.137537,-492.315854,-492.307298,-492.306354,-492.349284,31.586,-1609.6377686071,-1619.376708287,-1628.859624295,-1493.6031968901
gdb_133012,CN=C1OC(F)=CN=C1,2.76558,1.4472,0.95569,1.2651,72.04,-0.229,-0.0667,0.1623,1138.8178,0.099831,-477.982934,-477.975048,-477.974104,-478.016272,28.087,-1441.186115102,-1448.680455089,-1456.384383082,-1345.4935026381
gdb_75891,CC1(O)COC(=O)C1O,2.45315,1.57401,1.21463,2.632,63.54,-0.2722,-0.0024,0.2698,1045.9779,0.134644,-496.14134,-496.132585,-496.131641,-496.17433,33.09,-1661.0037728201,-1670.618465718,-1680.1013817261,-1545.053287309
gdb_30145,CN1CC1C1=COC=N1,3.92004,1.12597,1.05222,1.4648,75.25,-0.219,-0.0027,0.2163,1173.3822,0.137318,-418.002111,-417.994321,-417.993377,-418.034905,29.051,-1686.1129179461,-1696.3337845381,-1705.816700546,-1570.191297849
gdb_83896,CC1C2OCCC12C#C,2.46223,1.48109,1.18576,0.8066,82.38,-0.2348,0.0472,0.282,1123.8628,0.158417,-385.847523,-385.838744,-385.8378,-385.880752,33.46,-1886.3158993421,-1897.694520039,-1908.363428057,-1757.912497726
gdb_74139,CC1(CC(=O)C=C1N)C,2.46095,1.38773,1.10517,5.9189,83.85,-0.2135,-0.0079,0.2056,1180.7419,0.170466,-403.207097,-403.197709,-403.196764,-403.240948,36.238,-1963.00502925,-1974.889422201,-1986.150698715,-1827.9983504271
gdb_94623,OC1COC1CC1CC1,3.37822,0.9618,0.83198,2.3986,78.94,-0.2409,0.0621,0.3029,1442.784,0.181708,-424.185569,-424.176117,-424.175173,-424.221181,34.443,-1961.424334079,-1974.157119198,-1986.012019226,-1820.889300966
gdb_31825,Cc1ccc(cn1)NC,4.75119,0.99357,0.832,2.9657,89.88,-0.1966,-0.0104,0.1863,1406.5463,0.160552,-382.133241,-382.124244,-382.1233,-382.167759,32.991,-1904.731405965,-1915.972602191,-1926.641510209,-1776.776673284
gdb_50283,O=CC1CC2OC12C=O,2.75163,1.24977,0.99427,3.433,67.91,-0.2566,-0.0571,0.1995,1164.9959,0.109672,-457.73068,-457.722372,-457.721428,-457.764531,29.271,-1540.3293995571,-1548.4481109991,-1556.7450349971,-1438.546184739
gdb_24444,c1c[nH]c2c1NCCO2,3.46954,1.62124,1.14364,1.6076,74.52,-0.1671,0.0616,0.2286,1031.5682,0.140108,-418.029576,-418.022468,-418.021524,-418.060827,28.703,-1703.3474526311,-1713.996280361,-1723.479196369,-1586.4575861471
gdb_101841,CCC(O)CCC1CC1,4.69428,0.57734,0.54069,1.419,90.19,-0.2567,0.0724,0.3291,2147.1651,0.227317,-389.486209,-389.475191,-389.474246,-389.523263,40.288,-2286.069252774,-2301.374197284,-2315.600453823,-2119.953187767
gdb_92598,CC1CC2OCOC12C,2.16186,1.67751,1.4969,1.2767,77.13,-0.248,0.0763,0.3243,1053.7062,0.182535,-424.228651,-424.219997,-424.219053,-424.261599,33.477,-1988.4586768171,-2001.692214118,-2013.547114146,-1846.251959728
gdb_72413,CC12CC(CO1)C(=O)O2,2.84075,1.72824,1.41762,3.9699,67.24,-0.2656,0.0094,0.275,955.8265,0.137287,-459.02117,-459.01398,-459.013036,-459.052514,28.65,-1722.2718690531,-1732.869241045,-1742.3521570531,-1605.5445274
gdb_80402,CC1C2CC(C)(C)OC12,2.84631,1.35784,1.22028,1.2802,84.88,-0.2304,0.0767,0.3071,1177.6267,0.205047,-388.29529,-388.285973,-388.285029,-388.328716,36.645,-2166.6084819171,-2181.2037137481,-2194.244605786,-2011.5867760301
gdb_29335,Cc1c(c(c[nH]1)N)C#N,1.98516,1.89118,0.9755,5.8289,80.19,-0.1954,0.0016,0.197,1156.4965,0.125613,-396.992461,-396.983494,-396.982549,-397.026239,32.656,-1668.129137515,-1676.7228732701,-1685.612165764,-1559.458383913
gdb_40797,C1CC1C1CCN=CO1,3.97461,1.0704,0.89544,2.4909,80.05,-0.2434,0.0301,0.2735,1319.4903,0.172978,-403.152711,-403.144564,-403.14362,-403.185919,31.167,-1928.8773247761,-1941.5404563961,-1952.802360419,-1793.4671576661
gdb_35391,N#CC1OC2C3CC2C13,4.2437,1.3363,1.22299,4.4794,72.31,-0.2677,0.0149,0.2825,1016.2524,0.12655,-400.712128,-400.705561,-400.704617,-400.743252,26.13,-1653.092766857,-1663.193151721,-1672.083071724,-1543.116794535
gdb_33141,Cc1cocc1COC,3.09507,1.02452,0.781,1.9827,78.61,-0.2132,0.0298,0.2431,1462.825,0.158234,-423.045147,-423.035733,-423.034788,-423.080241,33.282,-1873.650885195,-1884.630410168,-1895.298690677,-1746.1617641921
gdb_17163,O=CC12CN3C1CC23,4.3901,1.87025,1.55287,2.0999,66.15,-0.2307,-0.0382,0.1925,816.3067,0.118884,-362.564271,-362.557813,-362.556869,-362.595092,24.516,-1464.1592195921,-1473.438822684,-1481.736374191,-1363.1202304481
gdb_39595,C1C=CC2CCOCC12,3.24494,1.42069,1.05046,1.2507,83.28,-0.2353,0.0208,0.2561,1158.2451,0.186359,-387.105359,-387.098093,-387.097148,-387.136733,30.19,-2047.7676899521,-2061.8728372541,-2073.727109773,-1904.8292973691
gdb_93207,CC1=CC(O)COC1=N,2.81619,1.35795,0.95319,2.7833,77.66,-0.2502,-0.0314,0.2189,1214.3882,0.147756,-439.106306,-439.097509,-439.096565,-439.139721,32.824,-1763.4245367821,-1773.902054555,-1783.9779665681,-1641.259202135
gdb_39692,C1CC(C1)N=C2CCO2,5.30338,0.78384,0.77245,2.2174,85.03,-0.2423,0.0276,0.27,1568.3632,0.171847,-403.133337,-403.12481,-403.123866,-403.168012,31.439,-1916.71996541,-1929.1446436101,-1940.406547633,-1782.230354003
gdb_48244,C1C(CO1)C(C=O)C=O,1.88939,1.46064,0.89714,2.9617,70.0,-0.2593,-0.059,0.2004,1257.0016,0.133114,-458.943699,-458.934415,-458.93347,-458.979704,31.22,-1673.6581193141,-1682.94148746,-1692.4237759591,-1559.85559711
gdb_111221,OCC1C2CC1C2CO,2.75898,1.00976,0.86038,2.6608,79.54,-0.256,0.0707,0.3267,1412.7655,0.182821,-424.151575,-424.142413,-424.141469,-424.186142,34.434,-1940.0927931331,-1953.0075558621,-1964.86245589,-1798.9020131151
gdb_14506,CC1(C=O)C2CC1O2,4.00717,1.8421,1.47115,2.9103,65.19,-0.2349,-0.0279,0.207,858.6237,0.128987,-383.673563,-383.666217,-383.665273,-383.705173,27.649,-1544.6692518011,-1554.280179645,-1563.170727157,-1437.491969619
gdb_29041,CC1=NC=NC=CC1=O,2.68271,1.69887,1.12843,1.4203,79.28,-0.2451,-0.0837,0.1613,1043.1451,0.112994,-416.840237,-416.83242,-416.831476,-416.872814,28.608,-1584.878145994,-1593.304964355,-1601.601888353,-1482.191318216
gdb_17897,OC1C2CC1OCC2,3.73873,1.92882,1.70163,0.2344,66.55,-0.2294,0.0756,0.3051,830.6762,0.156194,-384.919268,-384.912515,-384.911571,-384.949702,27.381,-1698.508730732,-1710.268876901,-1720.345416423,-1577.2225361941
gdb_22080,CC(=NO)C1NC1(C)C,3.13151,0.93033,0.87099,1.3437,84.4,-0.2276,0.0097,0.2372,1449.2109,0.179752,-420.354736,-420.344332,-420.343388,-420.389887,38.618,-1906.703039243,-1918.837808285,-1930.692708313,-1765.518534315
gdb_85317,CC1NC(=O)N2CCC12,2.41087,1.7991,1.18751,4.4875,75.33,-0.2359,0.0537,0.2896,1069.7036,0.161789,-419.240477,-419.232432,-419.231487,-419.273164,30.857,-1835.347108326,-1847.185065611,-1857.85334612,-1705.987382994
gdb_109294,C1CN=C(OC1=O)CO,3.412,1.16553,0.8988,2.6282,67.3,-0.2717,-0.0327,0.239,1235.1777,0.124401,-475.070615,-475.062377,-475.061433,-475.103913,29.942,-1604.694880214,-1613.7454425211,-1622.6353625241,-1495.571065114
gdb_94394,OC1CCC11CN=CO1,2.90573,1.43379,1.25531,3.151,71.6,-0.2414,0.0292,0.2705,1056.7814,0.148483,-439.08765,-439.079611,-439.078667,-439.120497,30.484,-1751.7177288781,-1762.670898473,-1772.746810486,-1629.1959691191
gdb_76933,CC1C(C=O)C1(C)C#C,2.12418,1.19846,0.99113,3.1475,85.49,-0.2429,-0.0287,0.2142,1300.3869,0.155506,-385.858774,-385.848671,-385.847727,-385.893548,36.942,-1893.376003101,-1903.9238018821,-1914.5927099,-1765.9421028901
gdb_40208,C1CC12C=CC=CCO2,3.14542,1.47365,1.12532,1.0033,87.14,-0.2081,-0.0265,0.1817,1113.2801,0.160439,-385.878227,-385.870487,-385.869543,-385.910533,30.987,-1905.582935678,-1917.6135382261,-1928.282446244,-1776.600343255
gdb_70928,CC12CC3(C1)COCC23,3.36074,1.44181,1.23773,1.814,83.01,-0.2399,0.0921,0.332,1090.4344,0.184288,-387.026341,-387.018601,-387.017657,-387.058248,31.431,-1998.1831837901,-2011.9908918261,-2023.845791854,-1855.5792535041
gdb_8954,CCC(O)C(O)CO,4.10336,1.07441,0.89941,1.5239,67.73,-0.2599,0.0608,0.3207,1304.4792,0.174505,-423.271207,-423.26108,-423.260135,-423.306096,36.349,-1782.3351480061,-1793.754556788,-1805.016460811,-1650.217520619
gdb_102085,CC1(CN1)C(CO)C=O,2.02158,1.30764,1.01106,2.0426,74.95,-0.2442,-0.0233,0.2209,1270.1326,0.168678,-440.260334,-440.250243,-440.249299,-440.29564,36.354,-1859.73587312,-1871.1784997351,-1882.440403758,-1725.38619622
gdb_117152,CCC(C)C(=O)CCO,3.62356,0.655,0.64311,1.0506,82.77,-0.2395,-0.0095,0.23,1889.001,0.202315,-425.449915,-425.438264,-425.43732,-425.488607,40.401,-2126.961208279,-2140.0912065951,-2153.132098633,-1974.9879411141
gdb_101900,CCC(O)COCC=O,4.14637,0.60553,0.55336,2.4126,76.66,-0.2497,-0.0336,0.2161,1991.7939,0.178305,-461.356907,-461.345868,-461.344924,-461.394729,38.096,-1932.2646183581,-1944.0009191851,-1955.855819213,-1792.8603564631
gdb_130348,NC1COC2=C1ON=N2,3.13153,1.64712,1.17362,3.8881,64.3,-0.2339,-0.0496,0.1843,983.1207,0.102323,-469.947482,-469.940252,-469.939308,-469.979571,26.905,-1366.895324592,-1374.800682974,-1382.504610967,-1270.0236227171
gdb_93834,CC1CCC(O)C(C)O1,2.24989,1.44669,1.07625,1.823,81.82,-0.244,0.0759,0.3199,1246.8652,0.20595,-425.452197,-425.442773,-425.441828,-425.485693,36.941,-2128.3931838171,-2142.9206446761,-2155.960909205,-1973.1593798881
gdb_103745,CC1(CO)OC1(C)CO,2.51851,1.16756,0.92409,1.074,74.77,-0.2628,0.0706,0.3334,1333.2387,0.179152,-461.340837,-461.330076,-461.329132,-461.376757,39.102,-1922.1805487281,-1934.091297057,-1945.946197085,-1781.582764715
gdb_68252,CC1(C#C)C2CC1(O)C2,2.36734,1.49972,1.43439,1.607,82.02,-0.2506,0.0503,0.301,1055.2563,0.157188,-385.805939,-385.797021,-385.796077,-385.838838,35.052,-1860.2215650861,-1871.5129620321,-1882.18187005,-1731.6110855001
gdb_28084,c1c(c[nH]c1O)NC=O,5.61434,0.91776,0.78882,3.9975,71.02,-0.1811,0.0203,0.2014,1342.9227,0.113461,-453.999615,-453.991228,-453.990284,-454.032723,31.042,-1548.2134226331,-1556.281933355,-1564.578857353,-1445.603778462
gdb_45952,N=C1OCC(=O)C1C#C,2.10263,1.8555,1.03391,1.8413,69.11,-0.2591,-0.0494,0.2098,1082.3362,0.09926,-436.674317,-436.666161,-436.665217,-436.708017,29.578,-1493.032791209,-1500.358331275,-1508.062259268,-1397.788220171
gdb_101539,CCN(C)CC(=O)C#C,2.62101,0.95858,0.8269,2.9787,82.91,-0.2228,-0.0577,0.1651,1480.9424,0.167063,-403.108906,-403.09817,-403.097226,-403.145845,37.683,-1901.389293031,-1912.42780385,-1923.689707873,-1768.320362
gdb_36533,C1COC(OC1)CC#N,3.95419,1.01199,0.85312,4.9321,72.59,-0.2772,0.0363,0.3135,1329.4384,0.148945,-439.107498,-439.099296,-439.098352,-439.140835,30.536,-1764.1725275101,-1775.023413138,-1785.099325151,-1641.958247161
gdb_121526,C(CC#CC(=O)N)CO,5.66418,0.46119,0.42991,5.2415,80.42,-0.2493,-0.0151,0.2342,2420.5034,0.145092,-439.084783,-439.073638,-439.072693,-439.124734,36.868,-1749.9186605751,-1758.922787216,-1768.99807172,-1631.854724752
gdb_55398,[O-]C(=O)C1CC=CC[NH2+]1,3.35834,1.20697,0.92021,4.6832,72.85,-0.2533,0.0062,0.2596,1227.7204,0.150302,-439.127706,-439.11985,-439.118906,-439.160403,30.154,-1776.8532293821,-1787.921233124,-1797.997145137,-1654.237343273
gdb_63541,CC1(C)OC11CN2CC12,3.13638,1.29697,1.161,2.6569,78.98,-0.2319,0.0731,0.3051,1155.9003,0.169015,-403.090123,-403.081288,-403.080344,-403.123245,33.981,-1889.6027914841,-1901.834196912,-1913.096100935,-1754.1386586
gdb_115148,CC1C(CO)OCC1=O,2.51069,1.32654,1.02105,1.1617,70.85,-0.2521,-0.0311,0.221,1200.2207,0.158492,-460.181504,-460.172476,-460.171532,-460.215479,33.417,-1822.5402771451,-1833.7613930831,-1844.4303011011,-1694.0929498991
gdb_133129,c1c(c(ncn1)F)CO,2.58927,1.53597,0.96988,3.1455,65.64,-0.2639,-0.0355,0.2283,1109.3383,0.101726,-478.01961,-478.011946,-478.011001,-478.052574,27.423,-1464.200635186,-1471.8342821711,-1479.5375826551,-1368.273334356
